smiles
[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3]
C(=O)=O
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
[C]
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
CNCC(C1=CC(=C(C=C1)O)O)O
CCC(=O)O
CCO
CCOCC
C12=C3C4=C5C6=C1C7=C8C9=C1C%10=C%11C(=C29)C3=C2C3=C4C4=C5C5=C9C6=C7C6=C7C8=C1C1=C8C%10=C%10C%11=C2C2=C3C3=C4C4=C5C5=C%11C%12=C(C6=C95)C7=C1C1=C%12C5=C%11C4=C3C3=C5C(=C81)C%10=C23
C12=C3C4=C5C6=C7C8=C9C%10=C%11C%12=C%13C%10=C%10C8=C5C1=C%10C1=C%13C5=C8C1=C2C1=C3C2=C3C%10=C%13C%14=C3C1=C8C1=C3C5=C%12C5=C8C%11=C%11C9=C7C7=C9C6=C4C2=C2C%10=C4C(=C29)C2=C6C(=C8C8=C9C6=C4C%13=C9C(=C%141)C3=C85)C%11=C27
C(C1C(C(C(C(O1)O)O)O)O)O
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
C[N+](C)(C)CC(=O)[O-]
CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+]
Cl
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
[O-]S(=O)(=S)[O-]
C(=CC(=O)O)C(=O)O
[N+](=O)(O)[O-]
CC(=O)NC1=CC=C(C=C1)O
OO
C=CC(=O)O
O=S(F)(F)(F)F
C1CCOC1
C(CCl)Cl
CC(=O)O
CC(=O)C
C#C
CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
C1=NC2=NC=NC(=C2N1)N
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1
CC(C(=O)O)N
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
C1(C(=O)NC(=O)N1)NC(=O)N
C=CCSS(=O)CC=C
C1=NNC2=C1C(=O)NC=N2
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
[Al](Br)(Br)Br
F[Al](F)F
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
[NH4+]
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O
CC(CC1=CC=CC=C1)N
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C
CC=CC1=CC=C(C=C1)OC
CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N
C1=CC=C2C=C3C=CC=CC3=CC2=C1
CC1=CC(=O)N(N1C)C2=CC=CC=C2
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
C(CC(C(=O)O)N)CN=C(N)N
[AsH3]
C(C(C(=O)O)N)C(=O)N
COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N
CC(=O)OC1=CC=CC=C1C(=O)O
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
C1=CC=C(C=C1)N=NC2=CC=CC=C2
CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
C1=CC(=CC=C1C(CC(=O)O)CN)Cl
C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O
C1C(=O)NC(=O)NC1=O
[O-]S(=O)(=O)[O-].[Ba+2]
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C
C1=CC=C(C=C1)C=O
C1=CC=CC=C1
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3
C1=CC=C(C=C1)C(=O)O
C1=CC=C(C=C1)C#N
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
C1=CC=C(C=C1)CO
C1=CC=C(C=C1)CCl
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
B
B1(OB2OB(OB(O1)O2)[O-])[O-].O.O.O.O.O.O.O.O.O.O.[Na+].[Na+]
B(O)(O)O
C1=CC=C(C=C1)Br
[Li+].CCC[CH2-]
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
CCCCO
CCCC(=O)O
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
C(=O)(O)[O-].C(=O)(O)[O-].[Ca+2]
C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2]
[H-].[H-].[Ca+2]
[OH-].[OH-].[Ca+2]
O=[Ca]
[S-2].[Ca+2]
CC1(C2CCC1(C(=O)C2)C)C
CC(CS)C(=O)N1CCCC1C(=O)O
CC(CSSCC(C)C(=O)N1CCCC1C(=O)O)C(=O)N2CCCC2C(=O)O
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
C(=S)=S
C(=C=O)=C=O
C(Cl)(Cl)(Cl)Cl
C(=O)([O-])[O-]
C(=O)(O)O
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O
C1=CC=C(C(=C1)O)O
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
[O-]Cl(=O)=O
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
O(Cl)Cl
C(F)(F)Cl
C1=CC=C(C=C1)Cl
C(Cl)(Cl)Cl
CCl
CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)C.[Mg+2]
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
C[N+](C)(C)CCO
[O-][Cr](=O)(=O)[O-]
[Cr]
[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cr+3]
O=[Cr](=O)=O
CC1=C(N=CN1)CSCCNC(=NC)NC#N
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
C1=CC=C(C=C1)C=CC=O
C1=CC=C(C=C1)C=CC(=O)O
C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
"N.N.Cl[Pt]Cl
N.N.Cl[Pt]Cl"
CC(=CCCC(=CC=O)C)C
C(C(=O)O)C(CC(=O)O)(C(=O)O)O
CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CCCC1CCCCN1
[Cu]
C1=CC=C2C(=C1)C=CC(=O)O2
CN(CC(=O)O)C(=N)N
CN1CC(=O)N=C1N
CC=CC(=O)O
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
[C-]#N
C#CC#N
C1(=O)NC(=O)NC(=O)N1
CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
C1CNP(=O)(OC1)N(CCCl)CCCl
C(C(C(=O)O)N)S
C1=C(NC(=O)N=C1)N
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
CCCCCCCCCC(=O)O
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
[C+]#C[O-]
C(F)(F)(Cl)Cl
[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-]
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
CCOC(=O)C1=CC=CC=C1C(=O)OCC
"C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O
C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O
C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O"
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
CNC(=O)CSP(=S)(OC)OC
CSC
CS(=O)C
[N+](=O)([N+](=O)[O-])[O-]
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
C1COCCO1
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
OP(=O)([O-])[O-].[Na+].[Na+]
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
C1=CC(=C(C=C1CCN)O)O
C1=CC(=C(C=C1CCN)O)O.Cl
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CC(C(C1=CC=CC=C1)O)NC
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
C(C(C(CO)O)O)O
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
CCC(CO)NCCNC(CC)CO
CC
CCS
CCOC(=O)C
CCCC(=O)OCC
CCOC(=O)N
CCOC(=O)C1=CC=CC=C1O
C=C
C=CC(=O)[O-]
C(CO)O
C1CO1
C(CN)N
COC1=C(C=CC(=C1)CC=C)O
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
CC(=CCCC(=CCCC(=CCO)C)C)C
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Cl[Fe](Cl)Cl
O=[Fe]O[Fe]=O
[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3]
Cl[Fe]Cl
C(C(C(C(C(CO)O)O)O)O)O
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
C1=C(C(=O)NC(=O)N1)F
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
